TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef,SourceTableID
6,A,2020,2020,331,Compensation of employees,30.9,6,6
6,A,2020,2020,331,Primary metals,56.3,6,6
6,A,2020,2020,331,Taxes on production and imports less subsidies,1.2,6,6
6,A,2020,2020,331,Gross operating surplus,24.2,6,6
6,A,2020,2020,332,Gross operating surplus,52.9,6,6
6,A,2020,2020,332,Taxes on production and imports less subsidies,-6.4,6,6
6,A,2020,2020,332,Fabricated metal products,148.3,6,6
6,A,2020,2020,332,Compensation of employees,101.7,6,6
6,A,2020,2020,333,Gross operating surplus,56.9,6,6
6,A,2020,2020,333,Compensation of employees,96.1,6,6
6,A,2020,2020,333,Taxes on production and imports less subsidies,-2.9,6,6
6,A,2020,2020,333,Machinery,150.1,6,6
6,A,2020,2020,334,Compensation of employees,169.0,6,6
6,A,2020,2020,334,Gross operating surplus,98.0,6,6
6,A,2020,2020,334,Taxes on production and imports less subsidies,5.7,6,6
6,A,2020,2020,334,Computer and electronic products,272.7,6,6
6,A,2020,2020,335,Taxes on production and imports less subsidies,-0.6,6,6
6,A,2020,2020,335,"Electrical equipment, appliances, and components",57.7,6,6
6,A,2020,2020,335,Compensation of employees,37.4,6,6
6,A,2020,2020,335,Gross operating surplus,20.9,6,6
6,A,2020,2020,3361MV,Gross operating surplus,68.2,6,6
6,A,2020,2020,3361MV,"Motor vehicles, bodies and trailers, and parts",142.7,6,6
6,A,2020,2020,3361MV,Compensation of employees,72.9,6,6
6,A,2020,2020,3361MV,Taxes on production and imports less subsidies,1.6,6,6
6,A,2020,2020,3364OT,Other transportation equipment,144.9,6,6
6,A,2020,2020,3364OT,Taxes on production and imports less subsidies,1.1,6,6
6,A,2020,2020,3364OT,Gross operating surplus,59.6,6,6
6,A,2020,2020,3364OT,Compensation of employees,84.3,6,6
6,A,2020,2020,337,Taxes on production and imports less subsidies,-1.7,6,6
6,A,2020,2020,337,Furniture and related products,29.5,6,6
6,A,2020,2020,337,Compensation of employees,21.8,6,6
6,A,2020,2020,337,Gross operating surplus,9.4,6,6
6,A,2020,2020,339,Taxes on production and imports less subsidies,-2.2,6,6
6,A,2020,2020,339,Gross operating surplus,38.1,6,6
6,A,2020,2020,339,Miscellaneous manufacturing,92.1,6,6
6,A,2020,2020,339,Compensation of employees,56.1,6,6
6,A,2020,2020,33DG,Durable goods,1201.0,6,6
6,A,2020,2020,33DG,Compensation of employees,727.1,6,6
6,A,2020,2020,33DG,Taxes on production and imports less subsidies,-5.6,6,6
6,A,2020,2020,33DG,Gross operating surplus,479.5,6,6
6,A,2020,2020,42,Taxes on production and imports less subsidies,229.6,6,6
6,A,2020,2020,42,Gross operating surplus,510.4,6,6
6,A,2020,2020,42,Wholesale trade,1302.3,6,6
6,A,2020,2020,42,Compensation of employees,562.3,6,6
6,A,2020,2020,441,Taxes on production and imports less subsidies,37.0,6,6
6,A,2020,2020,441,Gross operating surplus,90.3,6,6
6,A,2020,2020,441,Compensation of employees,128.4,6,6
6,A,2020,2020,441,Motor vehicle and parts dealers,255.7,6,6
6,A,2020,2020,445,Food and beverage stores,191.5,6,6
6,A,2020,2020,445,Gross operating surplus,55.4,6,6
6,A,2020,2020,445,Taxes on production and imports less subsidies,22.5,6,6
6,A,2020,2020,445,Compensation of employees,113.6,6,6
6,A,2020,2020,44RT,Taxes on production and imports less subsidies,210.7,6,6
6,A,2020,2020,44RT,Gross operating surplus,455.3,6,6
6,A,2020,2020,44RT,Compensation of employees,669.2,6,6
6,A,2020,2020,44RT,Retail trade,1335.2,6,6
6,A,2020,2020,452,General merchandise stores,162.4,6,6
6,A,2020,2020,452,Compensation of employees,100.2,6,6
6,A,2020,2020,452,Gross operating surplus,19.5,6,6
6,A,2020,2020,452,Taxes on production and imports less subsidies,42.8,6,6
6,A,2020,2020,481,Taxes on production and imports less subsidies,-5.8,6,6
6,A,2020,2020,481,Air transportation,64.3,6,6
6,A,2020,2020,481,Gross operating surplus,12.7,6,6
6,A,2020,2020,481,Compensation of employees,57.4,6,6
6,A,2020,2020,482,Gross operating surplus,23.3,6,6
6,A,2020,2020,482,Rail transportation,41.8,6,6
6,A,2020,2020,482,Taxes on production and imports less subsidies,-1.8,6,6
6,A,2020,2020,482,Compensation of employees,20.3,6,6
6,A,2020,2020,483,Compensation of employees,7.2,6,6
6,A,2020,2020,483,Taxes on production and imports less subsidies,0.7,6,6
6,A,2020,2020,483,Water transportation,12.8,6,6
6,A,2020,2020,483,Gross operating surplus,4.9,6,6
6,A,2020,2020,484,Gross operating surplus,91.7,6,6
6,A,2020,2020,484,Truck transportation,196.8,6,6
6,A,2020,2020,484,Compensation of employees,109.3,6,6
6,A,2020,2020,484,Taxes on production and imports less subsidies,-4.2,6,6
6,A,2020,2020,485,Gross operating surplus,17.9,6,6
6,A,2020,2020,485,Transit and ground passenger transportation,40.8,6,6
6,A,2020,2020,485,Taxes on production and imports less subsidies,0.5,6,6
6,A,2020,2020,485,Compensation of employees,22.5,6,6
6,A,2020,2020,486,Compensation of employees,8.5,6,6
6,A,2020,2020,486,Pipeline transportation,38.5,6,6
6,A,2020,2020,486,Taxes on production and imports less subsidies,3.9,6,6
6,A,2020,2020,486,Gross operating surplus,26.1,6,6
6,A,2020,2020,487OS,Taxes on production and imports less subsidies,-1.9,6,6
6,A,2020,2020,487OS,Gross operating surplus,56.8,6,6
6,A,2020,2020,487OS,Other transportation and support activities,163.1,6,6
6,A,2020,2020,487OS,Compensation of employees,108.2,6,6
6,A,2020,2020,48TW,Compensation of employees,410.2,6,6
6,A,2020,2020,48TW,Transportation and warehousing,639.6,6,6
6,A,2020,2020,48TW,Taxes on production and imports less subsidies,-8.9,6,6
6,A,2020,2020,48TW,Gross operating surplus,238.3,6,6
6,A,2020,2020,493,Taxes on production and imports less subsidies,-0.1,6,6
6,A,2020,2020,493,Gross operating surplus,4.9,6,6
6,A,2020,2020,493,Compensation of employees,76.9,6,6
6,A,2020,2020,493,Warehousing and storage,81.6,6,6
6,A,2020,2020,4A0,Compensation of employees,327.1,6,6
6,A,2020,2020,4A0,Taxes on production and imports less subsidies,108.5,6,6
6,A,2020,2020,4A0,Gross operating surplus,290.0,6,6
6,A,2020,2020,4A0,Other retail,725.6,6,6
6,A,2020,2020,51,Compensation of employees,425.7,6,6
6,A,2020,2020,51,Taxes on production and imports less subsidies,53.7,6,6
6,A,2020,2020,51,Information,1181.8,6,6
6,A,2020,2020,51,Gross operating surplus,702.4,6,6
6,A,2020,2020,511,"Publishing industries, except internet (includes software)",303.3,6,6
6,A,2020,2020,511,Gross operating surplus,168.0,6,6
6,A,2020,2020,511,Taxes on production and imports less subsidies,3.5,6,6
6,A,2020,2020,511,Compensation of employees,131.8,6,6
6,A,2020,2020,512,Gross operating surplus,38.9,6,6
6,A,2020,2020,512,Motion picture and sound recording industries,75.8,6,6
6,A,2020,2020,512,Compensation of employees,33.3,6,6
6,A,2020,2020,512,Taxes on production and imports less subsidies,3.7,6,6
6,A,2020,2020,513,Broadcasting and telecommunications,487.2,6,6
6,A,2020,2020,513,Compensation of employees,113.4,6,6
6,A,2020,2020,513,Taxes on production and imports less subsidies,42.5,6,6
6,A,2020,2020,513,Gross operating surplus,331.3,6,6
6,A,2020,2020,514,Gross operating surplus,164.3,6,6
6,A,2020,2020,514,"Data processing, internet publishing, and other information services",315.6,6,6
6,A,2020,2020,514,Compensation of employees,147.1,6,6
6,A,2020,2020,514,Taxes on production and imports less subsidies,4.1,6,6
6,A,2020,2020,52,Finance and insurance,1718.8,6,6
6,A,2020,2020,52,Compensation of employees,912.3,6,6
6,A,2020,2020,52,Gross operating surplus,740.2,6,6
6,A,2020,2020,52,Taxes on production and imports less subsidies,66.3,6,6
6,A,2020,2020,521CI,Compensation of employees,319.3,6,6
6,A,2020,2020,521CI,Taxes on production and imports less subsidies,18.8,6,6
6,A,2020,2020,521CI,"Federal Reserve banks, credit intermediation, and related activities",772.8,6,6
6,A,2020,2020,521CI,Gross operating surplus,434.7,6,6
6,A,2020,2020,523,Taxes on production and imports less subsidies,2.9,6,6
6,A,2020,2020,523,Gross operating surplus,33.6,6,6
6,A,2020,2020,523,"Securities, commodity contracts, and investments",310.3,6,6
6,A,2020,2020,523,Compensation of employees,273.7,6,6
6,A,2020,2020,524,Taxes on production and imports less subsidies,44.3,6,6
6,A,2020,2020,524,Compensation of employees,315.9,6,6
6,A,2020,2020,524,Insurance carriers and related activities,634.6,6,6
6,A,2020,2020,524,Gross operating surplus,274.4,6,6
6,A,2020,2020,525,Compensation of employees,3.4,6,6
6,A,2020,2020,525,Gross operating surplus,-2.5,6,6
6,A,2020,2020,525,Taxes on production and imports less subsidies,0.3,6,6
6,A,2020,2020,525,"Funds, trusts, and other financial vehicles",1.1,6,6
6,A,2020,2020,53,Gross operating surplus,2446.5,6,6
6,A,2020,2020,53,Compensation of employees,169.3,6,6
6,A,2020,2020,53,Real estate and rental and leasing,2915.0,6,6
6,A,2020,2020,53,Taxes on production and imports less subsidies,299.2,6,6
6,A,2020,2020,531,Real estate,2669.9,6,6
6,A,2020,2020,531,Gross operating surplus,2257.3,6,6
6,A,2020,2020,531,Compensation of employees,133.0,6,6
6,A,2020,2020,531,Taxes on production and imports less subsidies,279.7,6,6
6,A,2020,2020,532RL,Compensation of employees,36.4,6,6
6,A,2020,2020,532RL,Rental and leasing services and lessors of intangible assets,245.1,6,6
6,A,2020,2020,532RL,Gross operating surplus,189.2,6,6
6,A,2020,2020,532RL,Taxes on production and imports less subsidies,19.4,6,6
6,A,2020,2020,54,Compensation of employees,1178.4,6,6
6,A,2020,2020,54,Taxes on production and imports less subsidies,-21.9,6,6
6,A,2020,2020,54,"Professional, scientific, and technical services",1673.8,6,6
6,A,2020,2020,54,Gross operating surplus,517.4,6,6
6,A,2020,2020,5411,Legal services,288.6,6,6
6,A,2020,2020,5411,Gross operating surplus,135.4,6,6
6,A,2020,2020,5411,Taxes on production and imports less subsidies,6.4,6,6
6,A,2020,2020,5411,Compensation of employees,146.8,6,6
6,A,2020,2020,5412OP,Compensation of employees,704.2,6,6
6,A,2020,2020,5412OP,"Miscellaneous professional, scientific, and technical services",991.8,6,6
6,A,2020,2020,5412OP,Taxes on production and imports less subsidies,-25.5,6,6
6,A,2020,2020,5412OP,Gross operating surplus,313.1,6,6
6,A,2020,2020,5415,Compensation of employees,327.4,6,6
6,A,2020,2020,5415,Gross operating surplus,68.9,6,6
6,A,2020,2020,5415,Taxes on production and imports less subsidies,-2.8,6,6
6,A,2020,2020,5415,Computer systems design and related services,393.5,6,6
6,A,2020,2020,55,Compensation of employees,357.9,6,6
6,A,2020,2020,55,Management of companies and enterprises,404.8,6,6
6,A,2020,2020,55,Gross operating surplus,38.6,6,6
6,A,2020,2020,55,Taxes on production and imports less subsidies,8.3,6,6
6,A,2020,2020,56,Administrative and waste management services,648.9,6,6
6,A,2020,2020,56,Taxes on production and imports less subsidies,-12.2,6,6
6,A,2020,2020,56,Compensation of employees,485.8,6,6
6,A,2020,2020,56,Gross operating surplus,175.3,6,6
6,A,2020,2020,561,Taxes on production and imports less subsidies,-14.1,6,6
6,A,2020,2020,561,Administrative and support services,588.0,6,6
6,A,2020,2020,561,Compensation of employees,450.4,6,6
6,A,2020,2020,561,Gross operating surplus,151.7,6,6
6,A,2020,2020,562,Taxes on production and imports less subsidies,1.8,6,6
6,A,2020,2020,562,Waste management and remediation services,60.9,6,6
6,A,2020,2020,562,Compensation of employees,35.4,6,6
6,A,2020,2020,562,Gross operating surplus,23.6,6,6
6,A,2020,2020,6,Taxes on production and imports less subsidies,-53.6,6,6
6,A,2020,2020,6,"Educational services, health care, and social assistance",1870.7,6,6
6,A,2020,2020,6,Gross operating surplus,346.7,6,6
6,A,2020,2020,6,Compensation of employees,1577.6,6,6
6,A,2020,2020,61,Taxes on production and imports less subsidies,5.6,6,6
6,A,2020,2020,61,Educational services,255.6,6,6
6,A,2020,2020,61,Compensation of employees,215.5,6,6
6,A,2020,2020,61,Gross operating surplus,34.5,6,6
6,A,2020,2020,62,Health care and social assistance,1615.1,6,6
6,A,2020,2020,62,Taxes on production and imports less subsidies,-59.2,6,6
6,A,2020,2020,62,Compensation of employees,1362.1,6,6
6,A,2020,2020,62,Gross operating surplus,312.2,6,6
6,A,2020,2020,621,Ambulatory health care services,762.6,6,6
6,A,2020,2020,621,Taxes on production and imports less subsidies,-55.6,6,6
6,A,2020,2020,621,Gross operating surplus,197.6,6,6
6,A,2020,2020,621,Compensation of employees,620.5,6,6
6,A,2020,2020,622,Hospitals,538.4,6,6
6,A,2020,2020,622,Gross operating surplus,88.3,6,6
6,A,2020,2020,622,Taxes on production and imports less subsidies,4.7,6,6
6,A,2020,2020,622,Compensation of employees,445.4,6,6
6,A,2020,2020,623,Compensation of employees,156.8,6,6
6,A,2020,2020,623,Gross operating surplus,10.8,6,6
6,A,2020,2020,623,Nursing and residential care facilities,164.6,6,6
6,A,2020,2020,623,Taxes on production and imports less subsidies,-3.1,6,6
6,A,2020,2020,624,Taxes on production and imports less subsidies,-5.3,6,6
6,A,2020,2020,624,Compensation of employees,139.4,6,6
6,A,2020,2020,624,Gross operating surplus,15.4,6,6
6,A,2020,2020,624,Social assistance,149.5,6,6
6,A,2020,2020,7,Gross operating surplus,204.0,6,6
6,A,2020,2020,7,Taxes on production and imports less subsidies,49.6,6,6
6,A,2020,2020,7,"Arts, entertainment, recreation, accommodation, and food services",693.8,6,6
6,A,2020,2020,7,Compensation of employees,440.2,6,6
6,A,2020,2020,71,Gross operating surplus,53.9,6,6
6,A,2020,2020,71,Compensation of employees,101.7,6,6
6,A,2020,2020,71,Taxes on production and imports less subsidies,15.6,6,6
6,A,2020,2020,71,"Arts, entertainment, and recreation",171.2,6,6
6,A,2020,2020,711AS,Gross operating surplus,42.2,6,6
6,A,2020,2020,711AS,"Performing arts, spectator sports, museums, and related activities",100.4,6,6
6,A,2020,2020,711AS,Taxes on production and imports less subsidies,4.3,6,6
6,A,2020,2020,711AS,Compensation of employees,54.0,6,6
6,A,2020,2020,713,Taxes on production and imports less subsidies,11.3,6,6
6,A,2020,2020,713,Gross operating surplus,11.7,6,6
6,A,2020,2020,713,"Amusements, gambling, and recreation industries",70.8,6,6
6,A,2020,2020,713,Compensation of employees,47.8,6,6
6,A,2020,2020,72,Accommodation and food services,522.6,6,6
6,A,2020,2020,72,Compensation of employees,338.5,6,6
6,A,2020,2020,72,Taxes on production and imports less subsidies,34.0,6,6
6,A,2020,2020,72,Gross operating surplus,150.2,6,6
6,A,2020,2020,721,Compensation of employees,67.8,6,6
6,A,2020,2020,721,Accommodation,126.7,6,6
6,A,2020,2020,721,Gross operating surplus,38.8,6,6
6,A,2020,2020,721,Taxes on production and imports less subsidies,20.2,6,6
6,A,2020,2020,722,Food services and drinking places,395.9,6,6
6,A,2020,2020,722,Compensation of employees,270.7,6,6
6,A,2020,2020,722,Taxes on production and imports less subsidies,13.8,6,6
6,A,2020,2020,722,Gross operating surplus,111.4,6,6
6,A,2020,2020,81,Gross operating surplus,111.5,6,6
6,A,2020,2020,81,Compensation of employees,337.1,6,6
6,A,2020,2020,81,Taxes on production and imports less subsidies,2.0,6,6
6,A,2020,2020,81,"Other services, except government",450.6,6,6
6,A,2020,2020,FIRE,Taxes on production and imports less subsidies,365.4,6,6
6,A,2020,2020,FIRE,Compensation of employees,1081.7,6,6
6,A,2020,2020,FIRE,Gross operating surplus,3186.7,6,6
6,A,2020,2020,FIRE,"Finance, insurance, real estate, rental, and leasing",4633.8,6,6
6,A,2020,2020,G,Compensation of employees,2143.2,6,6
6,A,2020,2020,G,Gross operating surplus,614.1,6,6
6,A,2020,2020,G,Taxes on production and imports less subsidies,-46.0,6,6
6,A,2020,2020,G,Government,2711.3,6,6
6,A,2020,2020,GDP,Gross domestic product,21375.3,6,6
6,A,2020,2020,GDP,Compensation of employees,11605.7,6,6
6,A,2020,2020,GDP,Taxes on production and imports less subsidies,822.8,6,6
6,A,2020,2020,GDP,Gross operating surplus,8946.8,6,6
6,A,2020,2020,GF,Taxes on production and imports less subsidies,-7.1,6,6
6,A,2020,2020,GF,Compensation of employees,552.3,6,6
6,A,2020,2020,GF,Gross operating surplus,315.2,6,6
6,A,2020,2020,GF,Federal,860.4,6,6
6,A,2020,2020,GFE,Compensation of employees,63.6,6,6
6,A,2020,2020,GFE,Taxes on production and imports less subsidies,-7.1,6,6
6,A,2020,2020,GFE,Government enterprises,72.0,6,6
6,A,2020,2020,GFE,Gross operating surplus,15.6,6,6
6,A,2020,2020,GFG,General government,788.4,6,6
6,A,2020,2020,GFG,Gross operating surplus,299.7,6,6
6,A,2020,2020,GFG,Compensation of employees,488.7,6,6
6,A,2020,2020,GFGD,National defense,451.7,6,6
6,A,2020,2020,GFGD,Gross operating surplus,170.3,6,6
6,A,2020,2020,GFGD,Compensation of employees,281.4,6,6
6,A,2020,2020,GFGN,Nondefense,336.6,6,6
6,A,2020,2020,GFGN,Gross operating surplus,129.3,6,6
6,A,2020,2020,GFGN,Compensation of employees,207.3,6,6
6,A,2020,2020,GSL,Gross operating surplus,298.9,6,6
6,A,2020,2020,GSL,State and local,1850.9,6,6
6,A,2020,2020,GSL,Taxes on production and imports less subsidies,-38.9,6,6
6,A,2020,2020,GSL,Compensation of employees,1590.9,6,6
6,A,2020,2020,GSLE,Compensation of employees,115.9,6,6
6,A,2020,2020,GSLE,Taxes on production and imports less subsidies,-38.9,6,6
6,A,2020,2020,GSLE,Gross operating surplus,63.9,6,6
6,A,2020,2020,GSLE,Government enterprises,141.0,6,6
6,A,2020,2020,GSLG,Gross operating surplus,234.9,6,6
6,A,2020,2020,GSLG,General government,1709.9,6,6
6,A,2020,2020,GSLG,Compensation of employees,1475.0,6,6
6,A,2020,2020,HS,Housing,2064.7,6,6
6,A,2020,2020,HS,Taxes on production and imports less subsidies,266.7,6,6
6,A,2020,2020,HS,Compensation of employees,21.2,6,6
6,A,2020,2020,HS,Gross operating surplus,1776.8,6,6
6,A,2020,2020,ICT,Information-communications-technology-producing industries <sup>3</sup>,1581.7,6,6
6,A,2020,2020,ICT,Taxes on production and imports less subsidies,50.6,6,6
6,A,2020,2020,ICT,Compensation of employees,781.5,6,6
6,A,2020,2020,ICT,Gross operating surplus,749.5,6,6
6,A,2020,2020,ORE,Gross operating surplus,480.5,6,6
6,A,2020,2020,ORE,Taxes on production and imports less subsidies,13.0,6,6
6,A,2020,2020,ORE,Other real estate,605.2,6,6
6,A,2020,2020,ORE,Compensation of employees,111.7,6,6
6,A,2020,2020,PGOOD,Gross operating surplus,1660.0,6,6
6,A,2020,2020,PGOOD,Compensation of employees,1842.8,6,6
6,A,2020,2020,PGOOD,Private goods-producing industries <sup>1</sup>,3482.6,6,6
6,A,2020,2020,PGOOD,Taxes on production and imports less subsidies,-20.2,6,6
6,A,2020,2020,PROF,Taxes on production and imports less subsidies,-25.8,6,6
6,A,2020,2020,PROF,Professional and business services,2727.6,6,6
6,A,2020,2020,PROF,Gross operating surplus,731.3,6,6
6,A,2020,2020,PROF,Compensation of employees,2022.1,6,6
6,A,2020,2020,PSERV,Private services-producing industries <sup>2</sup>,15181.3,6,6
6,A,2020,2020,PSERV,Gross operating surplus,6672.7,6,6
6,A,2020,2020,PSERV,Taxes on production and imports less subsidies,888.9,6,6
6,A,2020,2020,PSERV,Compensation of employees,7619.7,6,6
6,A,2020,2020,PVT,Compensation of employees,9462.5,6,6
6,A,2020,2020,PVT,Taxes on production and imports less subsidies,868.7,6,6
6,A,2020,2020,PVT,Gross operating surplus,8332.7,6,6
6,A,2020,2020,PVT,Private industries,18664.0,6,6
6,A,2021,2021,11,Compensation of employees,60.9,6,6
6,A,2021,2021,11,Gross operating surplus,184.6,6,6
6,A,2021,2021,11,Taxes on production and imports less subsidies,-14.8,6,6
6,A,2021,2021,11,"Agriculture, forestry, fishing, and hunting",230.7,6,6
6,A,2021,2021,111CA,Taxes on production and imports less subsidies,-16.0,6,6
6,A,2021,2021,111CA,Compensation of employees,30.6,6,6
6,A,2021,2021,111CA,Farms,185.7,6,6
6,A,2021,2021,111CA,Gross operating surplus,171.1,6,6
6,A,2021,2021,113FF,Compensation of employees,30.3,6,6
6,A,2021,2021,113FF,Taxes on production and imports less subsidies,1.2,6,6
6,A,2021,2021,113FF,"Forestry, fishing, and related activities",45.0,6,6
6,A,2021,2021,113FF,Gross operating surplus,13.5,6,6
6,A,2021,2021,21,Taxes on production and imports less subsidies,47.5,6,6
6,A,2021,2021,21,Compensation of employees,66.8,6,6
6,A,2021,2021,21,Gross operating surplus,221.7,6,6
6,A,2021,2021,21,Mining,336.1,6,6
6,A,2021,2021,211,Taxes on production and imports less subsidies,41.2,6,6
6,A,2021,2021,211,Oil and gas extraction,225.0,6,6
6,A,2021,2021,211,Compensation of employees,24.1,6,6
6,A,2021,2021,211,Gross operating surplus,159.7,6,6
6,A,2021,2021,212,Taxes on production and imports less subsidies,6.4,6,6
6,A,2021,2021,212,Compensation of employees,18.6,6,6
6,A,2021,2021,212,Gross operating surplus,43.2,6,6
6,A,2021,2021,212,"Mining, except oil and gas",68.2,6,6
6,A,2021,2021,213,Support activities for mining,42.9,6,6
6,A,2021,2021,213,Taxes on production and imports less subsidies,0.0,6,6
6,A,2021,2021,213,Gross operating surplus,18.8,6,6
6,A,2021,2021,213,Compensation of employees,24.1,6,6
6,A,2021,2021,22,Taxes on production and imports less subsidies,70.1,6,6
6,A,2021,2021,22,Compensation of employees,94.7,6,6
6,A,2021,2021,22,Utilities,392.9,6,6
6,A,2021,2021,22,Gross operating surplus,228.2,6,6
6,A,2021,2021,23,Compensation of employees,636.9,6,6
6,A,2021,2021,23,Construction,1012.1,6,6
6,A,2021,2021,23,Gross operating surplus,400.8,6,6
6,A,2021,2021,23,Taxes on production and imports less subsidies,-25.6,6,6
6,A,2021,2021,311FT,Taxes on production and imports less subsidies,22.9,6,6
6,A,2021,2021,311FT,Compensation of employees,135.7,6,6
6,A,2021,2021,311FT,Food and beverage and tobacco products,306.5,6,6
6,A,2021,2021,311FT,Gross operating surplus,147.9,6,6
6,A,2021,2021,313TT,Compensation of employees,12.3,6,6
6,A,2021,2021,313TT,Taxes on production and imports less subsidies,0.1,6,6
6,A,2021,2021,313TT,Gross operating surplus,4.5,6,6
6,A,2021,2021,313TT,Textile mills and textile product mills,17.0,6,6
6,A,2021,2021,315AL,Compensation of employees,7.3,6,6
6,A,2021,2021,315AL,Apparel and leather and allied products,11.0,6,6
6,A,2021,2021,315AL,Gross operating surplus,4.5,6,6
6,A,2021,2021,315AL,Taxes on production and imports less subsidies,-0.8,6,6
6,A,2021,2021,31G,Taxes on production and imports less subsidies,53.6,6,6
6,A,2021,2021,31G,Manufacturing,2416.3,6,6
6,A,2021,2021,31G,Compensation of employees,1177.6,6,6
6,A,2021,2021,31G,Gross operating surplus,1185.1,6,6
6,A,2021,2021,31ND,Taxes on production and imports less subsidies,44.9,6,6
6,A,2021,2021,31ND,Compensation of employees,404.1,6,6
6,A,2021,2021,31ND,Nondurable goods,1133.4,6,6
6,A,2021,2021,31ND,Gross operating surplus,684.3,6,6
6,A,2021,2021,321,Taxes on production and imports less subsidies,-0.1,6,6
6,A,2021,2021,321,Wood products,59.9,6,6
6,A,2021,2021,321,Gross operating surplus,31.8,6,6
6,A,2021,2021,321,Compensation of employees,28.2,6,6
6,A,2021,2021,322,Taxes on production and imports less subsidies,1.6,6,6
6,A,2021,2021,322,Paper products,64.6,6,6
6,A,2021,2021,322,Gross operating surplus,30.5,6,6
6,A,2021,2021,322,Compensation of employees,32.5,6,6
6,A,2021,2021,323,Taxes on production and imports less subsidies,-1.3,6,6
6,A,2021,2021,323,Printing and related support activities,39.0,6,6
6,A,2021,2021,323,Compensation of employees,24.7,6,6
6,A,2021,2021,323,Gross operating surplus,15.6,6,6
6,A,2021,2021,324,Taxes on production and imports less subsidies,4.4,6,6
6,A,2021,2021,324,Gross operating surplus,124.4,6,6
6,A,2021,2021,324,Petroleum and coal products,147.8,6,6
6,A,2021,2021,324,Compensation of employees,19.0,6,6
6,A,2021,2021,325,Compensation of employees,118.0,6,6
6,A,2021,2021,325,Chemical products,464.5,6,6
6,A,2021,2021,325,Taxes on production and imports less subsidies,17.0,6,6
6,A,2021,2021,325,Gross operating surplus,329.5,6,6
6,A,2021,2021,326,Taxes on production and imports less subsidies,0.9,6,6
6,A,2021,2021,326,Compensation of employees,54.5,6,6
6,A,2021,2021,326,Plastics and rubber products,83.0,6,6
6,A,2021,2021,326,Gross operating surplus,27.5,6,6
6,A,2021,2021,327,Taxes on production and imports less subsidies,0.9,6,6
6,A,2021,2021,327,Compensation of employees,33.1,6,6
6,A,2021,2021,327,Gross operating surplus,33.8,6,6
6,A,2021,2021,327,Nonmetallic mineral products,67.9,6,6
6,A,2021,2021,331,Primary metals,73.8,6,6
6,A,2021,2021,331,Compensation of employees,34.5,6,6
6,A,2021,2021,331,Gross operating surplus,37.4,6,6
6,A,2021,2021,331,Taxes on production and imports less subsidies,2.0,6,6
6,A,2021,2021,332,Gross operating surplus,42.9,6,6
6,A,2021,2021,332,Compensation of employees,108.0,6,6
6,A,2021,2021,332,Fabricated metal products,148.3,6,6
6,A,2021,2021,332,Taxes on production and imports less subsidies,-2.6,6,6
6,A,2021,2021,333,Machinery,158.2,6,6
6,A,2021,2021,333,Taxes on production and imports less subsidies,0.4,6,6
6,A,2021,2021,333,Gross operating surplus,55.9,6,6
6,A,2021,2021,333,Compensation of employees,101.9,6,6
6,A,2021,2021,334,Computer and electronic products,288.8,6,6
6,A,2021,2021,334,Gross operating surplus,101.0,6,6
6,A,2021,2021,334,Taxes on production and imports less subsidies,7.8,6,6
6,A,2021,2021,334,Compensation of employees,180.0,6,6
6,A,2021,2021,335,Compensation of employees,39.8,6,6
6,A,2021,2021,335,Taxes on production and imports less subsidies,0.1,6,6
6,A,2021,2021,335,"Electrical equipment, appliances, and components",61.2,6,6
6,A,2021,2021,335,Gross operating surplus,21.2,6,6
6,A,2021,2021,3361MV,Gross operating surplus,62.0,6,6
6,A,2021,2021,3361MV,Taxes on production and imports less subsidies,1.4,6,6
6,A,2021,2021,3361MV,Compensation of employees,79.9,6,6
6,A,2021,2021,3361MV,"Motor vehicles, bodies and trailers, and parts",143.3,6,6
6,A,2021,2021,3364OT,Taxes on production and imports less subsidies,0.5,6,6
6,A,2021,2021,3364OT,Gross operating surplus,69.2,6,6
6,A,2021,2021,3364OT,Other transportation equipment,153.3,6,6
6,A,2021,2021,3364OT,Compensation of employees,83.6,6,6
6,A,2021,2021,337,Furniture and related products,30.1,6,6
6,A,2021,2021,337,Gross operating surplus,7.5,6,6
6,A,2021,2021,337,Compensation of employees,23.6,6,6
6,A,2021,2021,337,Taxes on production and imports less subsidies,-1.0,6,6
6,A,2021,2021,339,Miscellaneous manufacturing,98.1,6,6
6,A,2021,2021,339,Compensation of employees,61.0,6,6
6,A,2021,2021,339,Gross operating surplus,37.9,6,6
6,A,2021,2021,339,Taxes on production and imports less subsidies,-0.8,6,6
6,A,2021,2021,33DG,Gross operating surplus,500.7,6,6
6,A,2021,2021,33DG,Taxes on production and imports less subsidies,8.7,6,6
6,A,2021,2021,33DG,Durable goods,1283.0,6,6
6,A,2021,2021,33DG,Compensation of employees,773.6,6,6
6,A,2021,2021,42,Gross operating surplus,515.1,6,6
6,A,2021,2021,42,Taxes on production and imports less subsidies,292.6,6,6
6,A,2021,2021,42,Compensation of employees,607.1,6,6
6,A,2021,2021,42,Wholesale trade,1414.9,6,6
6,A,2021,2021,441,Gross operating surplus,110.5,6,6
6,A,2021,2021,441,Compensation of employees,156.1,6,6
6,A,2021,2021,441,Motor vehicle and parts dealers,317.7,6,6
